id,budget,popularity,popularity2,rating,release_year,revenue,theatrical,theatrical_limited,vote_average,vote_count,release_month,release_day,genders_0_crew,genders_1_crew,genders_2_crew,_collection_name,_num_Keywords,_num_cast,release_dayofweek,release_quarter,_budget_runtime_ratio,_budget_popularity_ratio,_budget_year_ratio,_releaseYear_popularity_ratio,_releaseYear_popularity_ratio2,meanruntimeByYear,meanPopularityByYear,meanBudgetByYear,_popularity_theatrical_ratio,_budget_theatrical_ratio,_popularity_totalVotes_ratio,_totalVotes_releaseYear_ratio,_budget_totalVotes_ratio,_rating_popularity_ratio,_rating_totalVotes_ratio,_budget_rating_ratio,_runtime_rating_ratio,has_homepage,isbelongs_to_collectionNA,isTaglineNA,isOriginalLanguageEng,isTitleDifferent,isMovieReleased,original_title_letter_count,original_title_word_count,title_word_count,overview_word_count,tagline_word_count,production_countries_count,production_companies_count,cast_count,crew_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War
290,17.1477151,13.856199,0,0,1994,11373501,4,0,7.2,1490,3,30,7,1,6,1,1,16,2,1,0.197100174,1.23754827,0.00000431,143.9067092,0.006948946,0,0,0,0.288679457,4.286928776,107.5330976,0.747241725,0.011508534,0,0,0,0,1,0,0,1,0,1,10,1,1,16,7,2,2,16,14,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
291,15.60727019,8.990345,0,0,1994,254700832,11,0,6.1,2896,3,9,2,3,8,1,17,29,2,1,0.133395472,1.736003479,0.00000393,221.7934907,0.004508699,0,0,0,1.223534803,1.418842745,322.1233445,1.452357071,0.005389251,0,0,0,0,0,0,0,1,0,1,27,5,5,36,6,1,3,29,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
292,16.58809934,12.153493,0,0,2007,5367030,5,0,6.4,1926,3,9,2,3,10,1,7,36,4,1,0.167556559,1.364883276,0.00000412,165.1377098,0.006055552,0,0,0,0.411404359,3.317619869,158.4729592,0.959641256,0.00861272,0,0,0,0,0,0,0,1,0,1,11,2,2,47,7,1,2,36,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
293,17.98989784,10.543955,0,0,2014,163442937,41,0,4.9,967,12,25,68,8,16,1,8,79,3,4,0.131313123,1.706181205,0.00000444,191.0099199,0.00523533,0,0,0,3.88848397,0.438777996,91.71131705,0.480139027,0.018603824,0,0,0,0,0,0,0,1,0,1,8,1,1,22,3,1,3,79,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
294,0,1.791965,0,0,1997,310724,1,0,6.4,572,5,1,5,0,3,1,7,24,3,2,0,0,0,1114.419087,0.000897328,0,0,0,0.558046614,0,319.202663,0.286429644,0,0,0,0,0,1,0,0,0,1,1,26,5,4,57,14,1,2,24,8,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
295,18.89068438,26.628178,0,0,2015,653428261,83,1,6.4,1121,11,18,83,8,25,595,6,51,2,4,0.137888207,0.709424594,0.00000465,75.67171888,0.013214977,0,0,0,3.116998842,0.227598607,42.09826147,0.556327543,0.016851636,0,0,0,0,0,0,0,1,0,1,37,7,7,89,5,2,3,51,116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,0,1.763116,0,0,2009,5873871,3,0,6,1699,4,23,4,0,4,153,1,29,3,2,0,0,0,1139.459911,0.000877609,0,0,0,1.701532968,0,963.6348374,0.845694375,0,0,0,0,0,1,0,0,0,1,1,26,3,5,49,0,1,1,29,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
297,17.90985514,4.924078,0,0,2002,52322400,5,0,5.5,482,2,22,42,6,19,1,9,23,4,1,0.172210146,3.637199723,0.00000447,406.5735758,0.002459579,0,0,0,1.015418521,3.581971027,97.88634542,0.240759241,0.037157376,0,0,0,0,1,0,0,1,0,1,9,1,1,16,9,2,6,23,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298,17.03438642,8.364587,0,0,2003,56489558,7,0,7.3,2281,2,28,3,0,6,1,8,9,4,1,0.168657291,2.036488642,0.00000425,239.4619125,0.004176029,0,0,0,0.836861402,2.433483775,272.6972653,1.138791812,0.007467947,0,0,0,0,1,0,0,1,0,1,18,4,4,65,5,1,2,9,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
299,14.91412318,1.739182,0,0,1991,9563393,2,0,7.9,6571,2,22,7,1,7,1,0,7,4,1,0.167574418,8.575366569,0.00000376,1144.791057,0.000873522,0,0,0,1.149965904,7.45706159,3778.212976,3.300351582,0.002269689,0,0,0,0,1,0,0,1,0,1,18,4,4,29,17,1,2,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,16.01273525,1.80809,0,0,1991,26055,2,0,5.2,1498,11,21,2,0,3,1,0,15,3,4,0.170348247,8.856160504,0.00000404,1101.162,0.000908132,0,0,0,1.106139628,8.006367623,828.4985814,0.752385736,0.010689409,0,0,0,0,1,0,0,1,0,1,15,3,3,35,19,1,1,15,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
301,16.21340592,15.750026,0,0,1990,48572000,6,0,6.7,1560,1,19,12,4,10,694,12,15,4,1,0.168889645,1.029420899,0.00000409,126.3489978,0.007914586,0,0,0,0.380951752,2.70223432,99.04745554,0.783919598,0.010393209,0,0,0,0,1,0,0,1,0,1,7,1,1,64,7,1,2,15,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
302,12.32386013,1.533379,0,0,1933,2850000,1,0,6.6,2977,10,6,1,0,1,1,1,18,3,4,0.141653565,8.037060717,0.0000033,1260.61463,0.000793264,0,0,0,0.65215449,12.32386013,1941.463917,1.54009312,0.004139691,0,0,0,0,1,0,0,1,0,1,12,3,3,60,9,1,1,18,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303,0,2.36594,0,0,2005,2945242,9,0,6.5,703,9,13,0,1,5,1,4,11,1,3,0,0,0,847.4432995,0.00118002,0,0,0,3.803984886,0,297.1334861,0.350623441,0,0,0,0,0,1,0,0,1,0,1,20,3,3,67,0,1,1,11,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
304,0,5.385108,0,0,1993,22886222,2,0,4.2,808,6,4,0,0,6,1,0,9,4,2,0,0,0,370.094713,0.002702011,0,0,0,0.371394594,0,150.043416,0.405418966,0,0,0,0,0,1,0,0,1,0,1,13,3,3,20,13,1,1,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
305,0,7.362552,0,0,1988,6193901,4,0,5.6,1680,1,22,2,0,10,367,4,17,4,1,0,0,0,270.0150709,0.003703497,0,0,0,0.543289881,0,228.18175,0.845070423,0,0,0,0,0,1,0,0,1,0,1,31,5,5,80,8,1,2,17,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,18.42068075,14.922399,0,0,2002,193772504,13,0,7.2,948,12,14,13,4,21,1,12,30,5,4,0.110303478,1.234431592,0.0000046,134.1607338,0.007453746,0,0,0,0.871173596,1.416975443,63.52865917,0.473526474,0.019431098,0,0,0,0,0,0,0,1,0,1,17,4,4,62,6,2,3,30,38,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
307,18.42068075,12.36223,0,0,2009,100086793,9,0,5.3,381,10,16,1,0,8,1,6,18,4,4,0.182382978,1.490077498,0.00000456,162.5111327,0.006153425,0,0,0,0.728023989,2.046742306,30.81968221,0.18964659,0.048348243,0,0,0,0,0,0,0,1,0,1,25,5,5,40,6,1,5,18,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
308,18.49764179,19.94393,0,0,2016,22678555,22,2,6.1,1795,12,25,6,7,10,1,9,29,6,4,0.143392572,0.927482286,0.00000455,101.0833873,0.009892822,0,0,0,1.10309252,0.8408019,90.00232151,0.890376984,0.010305093,0,0,0,0,0,0,0,1,0,1,13,3,3,23,7,1,3,29,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
309,17.21670797,4.902869,0,0,2004,21800302,3,0,5.5,783,6,15,2,3,18,1,2,11,1,2,0.165545269,3.511557819,0.00000429,408.7402702,0.002446541,0,0,0,0.611886632,5.738902658,159.702411,0.390718563,0.021988133,0,0,0,0,1,0,0,1,0,1,8,2,2,35,6,1,1,11,23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,17.07360713,7.867999,0,0,2003,110230332,7,0,3.6,338,8,3,14,7,8,1,16,34,6,3,0.176016568,2.170006266,0.00000426,254.575528,0.003928107,0,0,0,0.889679828,2.439086733,42.958826,0.16874688,0.050513631,0,0,0,0,1,0,0,1,0,1,13,2,2,50,15,1,3,34,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,16.52356083,10.445867,0,0,2009,8459458,11,0,6.5,1276,3,25,7,6,12,1,6,19,2,1,0.172120425,1.581827609,0.00000409,192.3248688,0.005199536,0,0,0,1.053048062,1.502141893,122.1535752,0.635141862,0.012949499,0,0,0,0,1,0,0,1,0,1,5,1,1,22,19,3,3,19,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
312,16.06680246,8.59498,0,0,2012,12250,7,0,4.4,142,5,18,3,0,5,1,10,23,4,2,0.095635729,1.869324008,0.00000397,234.0901317,0.004271859,0,0,0,0.814428888,2.295257495,16.52127172,0.070576541,0.113146496,0,0,0,0,0,0,0,0,0,1,16,2,2,36,0,2,1,23,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
313,16.58809934,1.758079,0,0,2004,12000000,1,0,6.4,717,9,3,3,0,1,1,1,6,4,3,0.171011333,9.43535492,0.00000413,1139.880517,0.000877285,0,0,0,0.568802653,16.58809934,407.8315025,0.357784431,0.023135424,0,0,0,0,1,0,0,1,0,1,11,2,2,73,6,1,1,6,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314,0,5.339888,0,0,2001,6297,1,0,6.5,604,2,10,1,0,0,1,0,10,5,1,0,0,0,374.7269606,0.00266861,0,0,0,0.187269845,0,113.1109866,0.301849075,0,0,0,0,0,1,0,0,1,0,1,10,2,2,23,0,3,0,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,18.98029654,19.148182,0,0,2017,350170057,24,0,7.1,73,6,15,12,1,12,115,2,41,3,2,0.174131161,0.991232303,0.00000467,105.3363708,0.009493397,0,0,0,1.253382697,0.790845689,3.81237237,0.036192365,0.260004062,0,0,0,0,0,0,0,1,0,1,6,2,2,75,6,1,2,41,25,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,17.82284376,11.672394,0,0,2008,113020255,10,0,6,2206,1,30,12,2,18,1,15,74,2,1,0.126403147,1.526922734,0.00000442,172.0298338,0.005812945,0,0,0,0.85672228,1.782284376,188.992935,1.098605578,0.008079258,0,0,0,0,0,0,0,1,0,1,10,1,1,34,11,1,3,74,32,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
317,17.90985514,10.271517,0,0,2012,118338361,44,0,7.1,1910,3,12,50,2,5,1,5,13,0,1,0.203521081,1.743642652,0.00000442,195.8814847,0.005105128,0,0,0,4.28369052,0.407042162,185.9511112,0.949304175,0.009376888,0,0,0,0,1,0,0,1,0,1,45,7,7,107,4,1,3,13,57,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
318,18.5604427,15.232738,0,0,2013,286140700,32,0,7.1,187,8,7,100,5,13,1,3,24,2,3,0.170279291,1.218457423,0.00000458,132.1495847,0.007567182,0,0,0,2.100738554,0.580013834,12.27619093,0.092896175,0.099253704,0,0,0,0,1,0,0,1,0,1,7,1,1,111,5,1,7,24,118,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
319,16.81124288,9.570657,0,0,2006,27793200,7,0,5.9,601,6,17,2,0,2,159,1,11,5,2,0.133422563,1.756540108,0.00000418,209.5989857,0.004771015,0,0,0,0.731402243,2.401606126,62.79610689,0.299601196,0.027972118,0,0,0,0,1,0,0,0,1,1,5,1,2,57,10,1,1,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
320,16.30041729,10.312017,0,0,1985,68706993,6,0,5.4,334,2,8,0,0,7,1,7,18,4,1,0.14425148,1.58072056,0.00000414,192.4938642,0.005194971,0,0,0,0.581845433,2.716736215,32.38939579,0.168261965,0.048803645,0,0,0,0,1,0,0,1,0,1,7,1,1,60,16,1,1,18,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
321,0,1.506457,0,0,1986,750000,1,0,7.2,1811,9,6,5,3,5,1,5,9,5,3,0,0,0,1318.32505,0.000758538,0,0,0,0.663809189,0,1202.158442,0.911883182,0,0,0,0,0,1,0,0,1,0,1,20,4,4,62,11,1,3,9,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
322,18.25816183,14.170183,0,0,2012,183018522,47,0,5.6,578,3,15,15,0,18,1,20,33,3,1,0.17224681,1.288491604,0.00000451,141.9882862,0.007042834,0,0,0,3.316823784,0.388471528,40.78987547,0.287276342,0.031588515,0,0,0,0,1,0,0,1,0,1,13,2,2,47,6,1,6,33,33,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
323,18.72078534,23.501228,0,0,2015,532950503,53,1,7.3,3885,12,25,101,4,19,1,20,19,4,4,0.120005034,0.796587538,0.00000461,85.74020047,0.01166314,0,0,0,2.255201303,0.353222365,165.3105106,1.928039702,0.004818735,0,0,0,0,0,0,0,1,0,1,12,2,2,25,10,4,9,19,124,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
324,18.31532024,9.112008,0,0,1999,161626121,38,0,5.4,426,2,5,51,3,21,1,4,14,4,1,0.183153202,2.010020211,0.00000458,219.3808434,0.004558283,0,0,0,4.170321185,0.481982112,46.75149539,0.213106553,0.042993709,0,0,0,0,1,0,0,1,0,1,7,1,1,59,5,1,2,14,75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
325,16.30041729,7.569698,0,0,1987,5669831,2,0,7,858,8,7,0,0,2,1,3,6,4,3,0.19639057,2.153377492,0.00000413,262.4939595,0.003809611,0,0,0,0.264211333,8.150208646,113.3466619,0.431806744,0.018998155,0,0,0,0,1,0,0,1,0,1,6,1,1,75,9,1,1,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
326,18.07819045,9.439079,0,0,1998,294456605,5,0,6.2,2672,6,22,3,1,7,182,2,16,0,2,0.212684594,1.915249406,0.00000453,211.673194,0.004724264,0,0,0,0.529712698,3.61563809,283.0784656,1.337337337,0.00676579,0,0,0,0,1,0,0,1,0,1,15,2,2,64,7,1,3,16,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
327,17.07360713,10.177303,0,0,1996,116400000,5,0,6.7,2374,9,20,42,7,23,1,3,24,4,3,0.167388305,1.677616077,0.00000429,196.1226859,0.005098849,0,0,0,0.491289293,3.414721427,233.2641565,1.189378758,0.007191915,0,0,0,0,1,0,0,1,0,1,20,4,4,53,5,1,1,24,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,17.50439004,8.062578,0,0,2011,60965854,12,0,6.6,1065,7,27,77,1,13,1,4,18,2,3,0.162077686,2.171066133,0.00000433,249.4239436,0.004009238,0,0,0,1.488357694,1.45869917,132.0917453,0.52958727,0.016436047,0,0,0,0,0,0,0,1,0,1,10,1,1,61,3,1,6,18,91,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
329,16.52356083,4.582024,0,0,2010,20529194,9,2,7.6,6122,12,22,5,2,3,1,16,7,2,4,0.141227016,3.606170728,0.00000409,438.6707708,0.002279614,0,0,0,1.964197481,1.835951203,1336.090776,3.045771144,0.002699046,0,0,0,0,0,0,0,1,0,1,14,2,2,51,13,1,3,7,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
330,18.42068075,15.088318,0,0,2006,384335608,45,0,8.1,8064,11,16,44,4,21,258,13,20,3,4,0.170561859,1.22085714,0.00000458,132.9505383,0.007521594,0,0,0,2.982439792,0.409348461,534.4532108,4.019940179,0.002284311,0,0,0,0,0,0,0,1,0,1,10,2,2,28,4,1,2,20,69,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,1.895489,0,0,1982,5588800,5,0,8,7487,3,25,1,0,3,1,5,10,3,1,0,0,0,1045.640465,0.000956352,0,0,0,2.637841739,0,3949.90422,3.777497477,0,0,0,0,0,1,0,0,1,0,1,8,1,1,74,7,1,4,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
332,16.95100482,10.861339,0,0,2009,5837674,6,0,5.2,957,12,18,4,0,0,1,14,18,4,4,0.121949675,1.56067358,0.0000042,184.967986,0.005406341,0,0,0,0.552418077,2.82516747,88.11068322,0.476356396,0.017712649,0,0,0,0,0,0,0,0,1,1,4,1,3,42,13,1,1,18,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
333,15.42494867,6.226054,0,0,2007,346592,4,0,5.7,2192,9,7,12,1,9,1,11,13,4,3,0.159020089,2.47748392,0.00000383,322.3550583,0.003102169,0,0,0,0.642461501,3.856237168,352.0689027,1.092177379,0.007036929,0,0,0,0,0,0,0,1,0,1,9,2,2,22,6,1,2,13,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
334,0,2.870026,0,0,1949,3225000,3,0,5.9,2295,12,21,11,1,6,1,4,18,1,4,0,0,0,679.0879246,0.001472563,0,0,0,1.045286698,0,799.6443238,1.177526937,0,0,0,0,0,1,0,0,1,0,1,19,3,3,58,11,1,1,18,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
335,1.098612289,0.43849,0,0,2003,3,1,0,5.7,2077,5,5,4,0,0,1,0,10,0,2,0.007847231,2.50544434,0.000000274,4567.949098,0.000218917,0,0,0,2.280553718,1.098612289,4736.710073,1.036944583,0.000528942,0,0,0,0,1,0,0,0,0,1,5,1,1,80,0,1,0,10,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
336,17.03438642,9.453942,0,0,2014,38307627,8,0,7,4347,5,9,2,0,0,1,3,14,4,2,0.137374084,1.801828954,0.0000042,213.032828,0.004694112,0,0,0,0.846207857,2.129298303,459.8081943,2.158391261,0.003918653,0,0,0,0,0,0,0,1,0,1,18,3,3,80,10,1,1,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
337,18.13299868,17.852022,0,0,2013,117698894,22,0,6.3,572,5,29,14,3,17,392,15,18,2,2,0.157678249,1.015739208,0.00000447,112.7603361,0.008868367,0,0,0,1.2323534,0.824227213,32.04118839,0.284153005,0.031701047,0,0,0,0,1,0,0,1,0,1,14,4,4,27,13,2,4,18,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
338,0,0.215013,0,0,2010,9833553,12,0,5.2,3493,11,13,1,0,0,1,0,4,5,4,0,0,0,9348.271965,0.000106972,0,0,0,55.8105789,0,16245.52934,1.737810945,0,0,0,0,0,1,0,0,0,1,1,16,2,1,102,0,2,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
339,17.21670797,9.783762,0,0,2005,27610873,39,1,5.8,106,6,6,5,2,13,243,6,17,0,2,0.145904305,1.759722689,0.00000428,204.9313955,0.004879682,0,0,0,3.986196721,0.441454051,10.83427827,0.05286783,0.162421773,0,0,0,0,1,0,0,1,0,1,23,4,4,48,5,2,3,17,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340,16.21340592,2.27258,0,0,1970,2200000,11,0,7.4,5152,1,27,7,1,9,1,5,10,1,1,0.130753274,7.134360912,0.00000418,866.8561723,0.001153594,0,0,0,4.840313652,1.473945993,2267.026903,2.615228426,0.003147012,0,0,0,0,1,0,0,1,0,1,18,3,3,59,0,1,2,10,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
341,0,11.576578,0,0,2014,1289998,6,0,5.7,136,9,26,2,0,2,1,2,23,4,3,0,0,0,173.971963,0.005748053,0,0,0,0.518287874,0,11.74785848,0.067527309,0,0,0,0,0,1,0,0,1,0,1,26,6,6,43,0,1,2,23,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,17.11134746,12.235391,0,0,1997,60527873,6,0,6,2010,10,3,1,2,12,32,5,18,4,4,0.148794326,1.398512517,0.00000429,163.2150538,0.006126886,0,0,0,0.490380732,2.851891244,164.2775454,1.006509765,0.008513108,0,0,0,0,1,0,0,1,0,1,14,3,3,53,6,1,2,18,15,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
343,0,0.767631,0,0,2005,152810,1,0,6.9,4412,4,29,2,0,2,1,4,9,4,2,0,0,0,2611.932035,0.000382858,0,0,0,1.302709244,0,5747.553186,2.200498753,0,0,0,0,0,0,0,0,1,0,1,48,8,8,71,6,1,1,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
344,0,1.021685,0,0,1982,88000,2,0,7.3,3806,6,10,1,0,1,1,3,6,3,2,0,0,0,1939.932562,0.000515482,0,0,0,1.957550517,0,3725.218634,1.920282543,0,0,0,0,0,1,0,0,1,0,1,14,3,3,72,9,2,3,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
345,17.90985514,11.234862,0,0,2014,50549107,60,0,6.3,1165,1,15,12,7,12,601,16,29,2,1,0.170570049,1.594132188,0.00000442,179.2634391,0.005578382,0,0,0,5.340519536,0.298497586,103.6950877,0.578450844,0.015373266,0,0,0,0,1,0,0,1,0,1,25,4,4,21,3,2,6,29,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
346,0,3.611453,0,0,1988,14681192,2,0,6.4,1054,7,8,0,0,1,56,2,13,4,3,0,0,0,550.47096,0.001816626,0,0,0,0.553793722,0,291.8492917,0.530181087,0,0,0,0,0,1,0,0,1,0,1,22,5,5,61,4,1,1,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
347,17.39902952,14.575883,0,0,2016,87416021,17,0,6.3,488,12,6,4,2,4,1,7,41,1,4,0.179371438,1.193686141,0.00000428,138.3106602,0.007230101,0,0,0,1.16631013,1.023472325,33.47996139,0.242063492,0.035653749,0,0,0,0,0,0,0,1,0,1,17,2,2,40,4,1,6,41,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
348,2.564949357,1.410322,0,0,1996,1,5,0,6.5,1747,10,16,0,0,8,1,0,24,2,4,0.030535111,1.818697686,0.000000644,1415.279631,0.000706574,0,0,0,3.545289657,0.512989871,1238.724206,0.875250501,0.001468202,0,0,0,0,1,0,0,1,0,1,23,5,5,113,5,1,1,24,8,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
349,13.81551156,11.267366,0,0,1984,3301446,11,2,6.5,2271,3,11,14,0,7,1,13,14,6,1,0.118081295,1.226152728,0.00000351,176.0837449,0.005679116,0,0,0,0.976270763,1.255955596,201.5555366,1.144657258,0.006083449,0,0,0,0,0,0,0,0,1,1,8,1,7,58,0,1,1,14,21,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
350,12.76569129,2.96237,0,0,2004,3515061,2,0,7,3144,12,8,2,0,0,1,6,5,2,4,0.150184603,4.309283206,0.00000318,676.4853816,0.001478229,0,0,0,0.675135111,6.382845645,1061.312395,1.568862275,0.004060334,0,0,0,0,0,0,0,1,0,1,18,3,3,60,0,1,5,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,18.51599093,13.1984,0,0,2016,121790373,19,0,5.6,1232,9,29,49,3,11,1,12,18,3,3,0.173046644,1.402896634,0.00000456,152.7457874,0.006546825,0,0,0,1.439568433,0.974525839,93.34464784,0.611111111,0.015029213,0,0,0,0,0,0,0,1,0,1,17,2,2,24,11,2,6,18,63,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
352,15.78959172,12.00491,0,0,1971,116019547,13,0,7.9,4339,12,13,3,1,15,304,19,24,0,4,0.131579931,1.315261149,0.00000406,164.1828219,0.006090771,0,0,0,1.082890251,1.214583979,361.435446,2.201420599,0.003638993,0,0,0,0,0,0,0,1,0,1,20,3,3,36,8,2,3,24,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
353,0,7.093984,0,0,1984,9500000,3,0,7.6,2008,9,28,0,0,2,1,9,9,4,3,0,0,0,279.6735939,0.003575597,0,0,0,0.422893539,0,283.0567422,1.012096774,0,0,0,0,0,1,0,0,1,0,1,13,3,3,26,7,1,1,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,15.76142085,2.483032,0,0,2001,10229331,1,0,6.5,1667,11,16,0,1,1,1,10,9,4,4,0.169477644,6.347651118,0.00000394,805.8695981,0.001240896,0,0,0,0.402733432,15.76142085,671.3566317,0.833083458,0.009454962,0,0,0,0,1,0,0,1,0,1,8,2,2,43,10,1,1,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,16.83593549,8.333526,0,0,2008,10089373,7,0,7.2,2434,12,5,73,6,17,1,9,17,4,4,0.165058191,2.020265551,0.00000418,240.9544291,0.004150162,0,0,0,0.83998058,2.405133642,292.0732473,1.212151394,0.006916983,0,0,0,0,0,0,0,1,0,1,18,3,3,78,4,3,6,17,96,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,0.519968,0,0,2017,393970,2,0,6.9,2066,4,14,6,0,2,1,0,9,4,2,0,0,0,3879.084867,0.000257793,0,0,0,3.846390547,0,3973.321435,1.024293505,0,0,0,0,0,0,0,0,1,0,1,13,2,2,28,4,1,2,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
357,18.68304502,8.946243,0,0,2005,119269486,44,0,7,5766,4,6,75,7,25,1,2,16,2,2,0.150669718,2.088367711,0.00000465,224.1164252,0.004461967,0,0,0,4.91826569,0.424614659,644.5163629,2.875810474,0.003240209,0,0,0,0,1,0,0,1,0,1,6,1,1,38,7,4,10,16,107,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
358,17.62217307,21.605761,0,0,1994,788241776,105,5,5.3,621,6,23,16,2,17,613,9,28,3,2,0.198001945,0.815623808,0.00000443,92.29019982,0.010835387,0,0,0,4.859814935,0.16783022,28.74233405,0.311434303,0.02837709,0,0,0,0,0,0,0,1,0,1,13,3,3,27,12,1,2,28,35,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
359,18.13299868,7.970031,0,0,1998,14567883,6,0,6.7,1224,10,23,34,4,11,1,4,19,4,4,0.183161603,2.275147824,0.00000454,250.6891128,0.003989005,0,0,0,0.752820158,3.022166447,153.5753123,0.612612613,0.014814541,0,0,0,0,0,0,0,1,0,1,7,1,1,72,21,1,4,19,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
360,17.98989784,12.738789,0,0,2009,93525586,11,0,5.8,428,12,26,8,11,8,1,13,18,5,4,0.132278661,1.412214131,0.00000446,157.7072986,0.006340861,0,0,0,0.863504372,1.635445258,33.59817012,0.213041314,0.042032472,0,0,0,0,0,0,0,1,0,1,16,3,3,39,10,3,6,18,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
